user	Alex	0dQ6aC5+BxAt4xDaD0tWew==	false	false
user	James	c3PylLmqJgr4YV/KdQnftw==	false	false
user	Michael	2FeO34RYzgb7xbt2pYxcpA==	true	true
user	admin	X03MO1qnZdYdgyfeuILPmQ==	true	true
user	user7	PnjHBf+gRmx4tH0w2QszCA==	true	false
user	user8	kFgIYRgo9yi3xeeeCA6NDw==	false	true
user	Jack	CJQtKNp3f4Vw2Rrk4FWDJw==	false	false
user	Amy	ICy5YqxZB1uWSwcVLSNLcA==	true	false
user	user6	c3PylLmqJgr4YV/KdQnftw==	false	false
user	user3	kFgIYRgo9yi3xeeeCA6NDw==	false	true
user	user4	ORozvuy6eAfinZ1pzy7PuA==	true	true
film	Avengers: Endgame	assets/trailers/avengers_endgame.mp4	182
hall	Avengers: Endgame	S1	70	10	8	01/05/2022
seat	Avengers: Endgame	S1	0	0	null	-1
seat	Avengers: Endgame	S1	0	1	null	0
seat	Avengers: Endgame	S1	0	2	null	0
seat	Avengers: Endgame	S1	0	3	null	-1
seat	Avengers: Endgame	S1	0	4	null	-1
seat	Avengers: Endgame	S1	0	5	null	0
seat	Avengers: Endgame	S1	0	6	null	0
seat	Avengers: Endgame	S1	0	7	null	0
seat	Avengers: Endgame	S1	1	0	null	0
seat	Avengers: Endgame	S1	1	1	null	0
seat	Avengers: Endgame	S1	1	2	null	0
seat	Avengers: Endgame	S1	1	3	null	0
seat	Avengers: Endgame	S1	1	4	null	0
seat	Avengers: Endgame	S1	1	5	null	0
seat	Avengers: Endgame	S1	1	6	null	0
seat	Avengers: Endgame	S1	1	7	null	0
seat	Avengers: Endgame	S1	2	0	null	0
seat	Avengers: Endgame	S1	2	1	Amy	63
seat	Avengers: Endgame	S1	2	2	Amy	63
seat	Avengers: Endgame	S1	2	3	null	0
seat	Avengers: Endgame	S1	2	4	null	0
seat	Avengers: Endgame	S1	2	5	null	0
seat	Avengers: Endgame	S1	2	6	null	0
seat	Avengers: Endgame	S1	2	7	null	0
seat	Avengers: Endgame	S1	3	0	null	0
seat	Avengers: Endgame	S1	3	1	null	0
seat	Avengers: Endgame	S1	3	2	null	0
seat	Avengers: Endgame	S1	3	3	null	0
seat	Avengers: Endgame	S1	3	4	null	0
seat	Avengers: Endgame	S1	3	5	null	0
seat	Avengers: Endgame	S1	3	6	null	0
seat	Avengers: Endgame	S1	3	7	null	0
seat	Avengers: Endgame	S1	4	0	null	0
seat	Avengers: Endgame	S1	4	1	null	0
seat	Avengers: Endgame	S1	4	2	null	0
seat	Avengers: Endgame	S1	4	3	user3	70
seat	Avengers: Endgame	S1	4	4	user7	63
seat	Avengers: Endgame	S1	4	5	null	0
seat	Avengers: Endgame	S1	4	6	null	0
seat	Avengers: Endgame	S1	4	7	null	0
seat	Avengers: Endgame	S1	5	0	null	0
seat	Avengers: Endgame	S1	5	1	null	0
seat	Avengers: Endgame	S1	5	2	null	0
seat	Avengers: Endgame	S1	5	3	null	0
seat	Avengers: Endgame	S1	5	4	null	0
seat	Avengers: Endgame	S1	5	5	null	0
seat	Avengers: Endgame	S1	5	6	null	0
seat	Avengers: Endgame	S1	5	7	null	0
seat	Avengers: Endgame	S1	6	0	null	0
seat	Avengers: Endgame	S1	6	1	null	0
seat	Avengers: Endgame	S1	6	2	null	0
seat	Avengers: Endgame	S1	6	3	null	0
seat	Avengers: Endgame	S1	6	4	null	0
seat	Avengers: Endgame	S1	6	5	null	0
seat	Avengers: Endgame	S1	6	6	null	0
seat	Avengers: Endgame	S1	6	7	null	0
seat	Avengers: Endgame	S1	7	0	null	0
seat	Avengers: Endgame	S1	7	1	null	0
seat	Avengers: Endgame	S1	7	2	null	0
seat	Avengers: Endgame	S1	7	3	null	0
seat	Avengers: Endgame	S1	7	4	null	0
seat	Avengers: Endgame	S1	7	5	null	0
seat	Avengers: Endgame	S1	7	6	null	-1
seat	Avengers: Endgame	S1	7	7	null	0
seat	Avengers: Endgame	S1	8	0	null	0
seat	Avengers: Endgame	S1	8	1	null	0
seat	Avengers: Endgame	S1	8	2	null	0
seat	Avengers: Endgame	S1	8	3	null	0
seat	Avengers: Endgame	S1	8	4	null	0
seat	Avengers: Endgame	S1	8	5	null	0
seat	Avengers: Endgame	S1	8	6	null	0
seat	Avengers: Endgame	S1	8	7	null	0
seat	Avengers: Endgame	S1	9	0	null	0
seat	Avengers: Endgame	S1	9	1	null	0
seat	Avengers: Endgame	S1	9	2	null	0
seat	Avengers: Endgame	S1	9	3	null	0
seat	Avengers: Endgame	S1	9	4	null	0
seat	Avengers: Endgame	S1	9	5	null	0
seat	Avengers: Endgame	S1	9	6	null	0
seat	Avengers: Endgame	S1	9	7	null	-1
film	Doctor Strange in the Multiverse of Madness	assets/trailers/doctor_strange_in_the_multiverse_of_madness.mp4	126
hall	Doctor Strange in the Multiverse of Madness	S2	60	8	9	02/05/2022
seat	Doctor Strange in the Multiverse of Madness	S2	0	0	null	0
seat	Doctor Strange in the Multiverse of Madness	S2	0	1	null	0
seat	Doctor Strange in the Multiverse of Madness	S2	0	2	null	0
seat	Doctor Strange in the Multiverse of Madness	S2	0	3	null	0
seat	Doctor Strange in the Multiverse of Madness	S2	0	4	null	0
seat	Doctor Strange in the Multiverse of Madness	S2	0	5	null	0
seat	Doctor Strange in the Multiverse of Madness	S2	0	6	null	0
seat	Doctor Strange in the Multiverse of Madness	S2	0	7	null	0
seat	Doctor Strange in the Multiverse of Madness	S2	0	8	null	0
seat	Doctor Strange in the Multiverse of Madness	S2	1	0	null	0
seat	Doctor Strange in the Multiverse of Madness	S2	1	1	null	0
seat	Doctor Strange in the Multiverse of Madness	S2	1	2	null	0
seat	Doctor Strange in the Multiverse of Madness	S2	1	3	null	0
seat	Doctor Strange in the Multiverse of Madness	S2	1	4	null	0
